designer_id,foundry_id,role,source
morgane-vantorre,lift-type,designer,designers.affiliations
moritz-appich,gruppo-due,designer,designers.affiliations
pathum-egodawatta,rosetta,designer,designers.affiliations
patric-king,xo-type-co,designer,designers.affiliations
moritz-kleinsorge,identity-letters,designer,designers.affiliations
moritz-kleinsorge,hvd-fonts,designer,designers.affiliations
tarek-alsawwa-alhakwaty,ts-fonts,designer,designers.affiliations
jani-paavola,paavola-type-studio,designer,designers.affiliations
jarno-lukkarila,typolar,designer,designers.affiliations
jason-guzman-munevar,bastarda-type,designer,designers.affiliations
jasper-terra,bold-monday,designer,designers.affiliations
javier-quintana-godoy,quintana-font,designer,designers.affiliations
jeanne-saliou,skritur,designer,designers.affiliations
nadine-chahine,self-released,designer,designers.affiliations
nadyr-rakhimov,typetype-foundry,designer,designers.affiliations
paul-barnes,commercial-type,designer,designers.affiliations
quentin-schmerber,swiss-typefaces,designer,designers.affiliations
dirk-laucke,laucke-siebein-type,founder,designers.affiliations
dirk-laucke,studio-laucke-siebein,designer,designers.affiliations
herbert-bayer,p22-type-foundry,designer,designers.affiliations
jeremie-hornus,black-foundry,designer,designers.affiliations
jeremy-schneider,vj-type,designer,designers.affiliations
jeremy-tankard,jeremy-tankard-typography,designer,designers.affiliations
jerome-knebusch,poem,designer,designers.affiliations
jesse-reed,order-type-foundry,designer,designers.affiliations
jim-rimmer,lanston-type-company,designer,designers.affiliations
jim-rimmer,p22-type-foundry,designer,designers.affiliations
jim-rimmer,canada-type,designer,designers.affiliations
miguel-sousa,hamilton-wood-type-collection,designer,designers.affiliations
rafal-buchner,july-type,designer,designers.affiliations
rafal-buchner,blast-foundry,designer,designers.affiliations
raphael-bastide,velvetyne,designer,designers.affiliations
jenny-du-carrois,carrois-type-design,designer,designers.affiliations
jenny-du-carrois,bbox-type,,designers.affiliations
raphael-boguslav,lipton-letter-design,designer,designers.affiliations
raphael-daudelin,production-type,designer,designers.affiliations
diego-maldonado,plau,designer,designers.affiliations
emily-atwood,order-type-foundry,designer,designers.affiliations
hermann-schardt,p22-type-foundry,designer,designers.affiliations
raphael-de-la-morinerie,writtenshape,designer,designers.affiliations
raphael-de-la-morinerie,the-designers-foundry,designer,designers.affiliations
raphael-lefeuvre,blaze-type,designer,designers.affiliations
raphael-verona,altiplano,designer,designers.affiliations
riccardo-olocco,cast-type-foundry,designer,designers.affiliations
richard-kegler,hamilton-wood-type-collection,designer,designers.affiliations
richard-kegler,lanston-type-company,designer,designers.affiliations
richard-kegler,p22-type-foundry,designer,designers.affiliations
richard-lipton,lipton-letter-design,designer,designers.affiliations
richard-lipton,carter-cone,designer,designers.affiliations
richard-lipton,frere-jones-type,designer,designers.affiliations
rob-keller,mota-italic,designer,designers.affiliations
rodrigo-rivas,self-released,designer,designers.affiliations
rodrigo-rivas,kerns-cairns,designer,designers.affiliations
rodrigo-saiani,plau,designer,designers.affiliations
roger-gaillard,extraset,designer,designers.affiliations
romain-oudin,lift-type,designer,designers.affiliations
roman-gornitsky,temporary-state,designer,designers.affiliations
romina-hernandez,tortilla-studio,designer,designers.affiliations
rostislav-vanek,superior-type,designer,designers.affiliations
nizar-kazan,weltkern,designer,designers.affiliations
roxane-gataud,bretagne-type-foundry,designer,designers.affiliations
ruben-prol,ruben-prol,designer,designers.affiliations
ruggero-magri,david-jonathan-ross,designer,designers.affiliations
ruggero-magri,newlyn,designer,designers.affiliations
rui-abreu,r-typography,designer,designers.affiliations
rutherford-craze,mass-driver,designer,designers.affiliations
rygor-klikushyn,kyiv-type-foundry,designer,designers.affiliations
rellence,ultra-kuhl,designer,designers.affiliations
ryoko-nishizuka,adobe-originals,designer,designers.affiliations
alli-cunanan,alt-tf,designer,designers.affiliations
marco-goran-romano,cast-type-foundry,designer,designers.affiliations
christine-bateup,frere-jones-type,designer,designers.affiliations
johanna-siebein,laucke-siebein-type,founder,designers.affiliations
johanna-siebein,studio-laucke-siebein,designer,designers.affiliations
johannes-breyer,dinamo,designer,designers.affiliations
john-boran-jr,multiocular-type,founder,designers.affiliations
oleg-macujev,just-another-foundry,designer,designers.affiliations
samara-keller,lineto,designer,designers.affiliations
hrvoje-zivcic,commercial-type,designer,designers.affiliations
marc-weymann,typemates,designer,designers.affiliations
marc-zenhausern,mztype,designer,designers.affiliations
marco-rollo,t1-foundry,designer,designers.affiliations
oles-gergun,kyiv-type-foundry,designer,designers.affiliations
marcela-aguilera,type-o-tones,designer,designers.affiliations
sami-kortemaki,underware,designer,designers.affiliations
colin-m-ford,oh-no-type-co,Designer,designers.affiliations
colin-m-ford,hoefler-co,Designer,designers.affiliations
anton-koovit,fatype,designer,designers.affiliations
francois-rappo,optimo,designer,designers.affiliations
jonathan-hoefler,hoefler-co,founder,designers.affiliations
jonathan-pierini,dalton-maag,designer,designers.affiliations
jonny-pinhorn,dalton-maag,designer,designers.affiliations
jonny-pinhorn,indian-type-foundry,designer,designers.affiliations
oscar-guerrero-canizares,sumotype,designer,designers.affiliations
oscar-guerrero-canizares,sudtipos,designer,designers.affiliations
oscar-yanez,sudtipos,designer,designers.affiliations
jan-tonellato,synthview-type-design,designer,designers.affiliations
jose-sole,dalton-maag,designer,designers.affiliations
jose-sole,dogray,designer,designers.affiliations
josef-albers,p22-type-foundry,designer,designers.affiliations
owen-earl,indestructible-type,designer,designers.affiliations
sabina-kipara,eponymous-studio,designer,designers.affiliations
sabina-kipara,indian-type-foundry,designer,designers.affiliations
sabina-kipara,type-o-tones,designer,designers.affiliations
sabina-kipara,mckl,designer,designers.affiliations
sabina-kipara,sabina-kipara,designer,designers.affiliations
sabina-kipara,brutal-types,designer,designers.affiliations
pablo-alaejos-perez,sudtipos,designer,designers.affiliations
pablo-carbonell,sudtipos,designer,designers.affiliations
pablo-desportes,lineto,designer,designers.affiliations
pablo-gamez,dalton-maag,designer,designers.affiliations
samar-zureik,dalton-maag,designer,designers.affiliations
samir-reis,dalton-maag,designer,designers.affiliations
samira-schneuwly,outline-online,designer,designers.affiliations
samira-schneuwly,ecal-typefaces,designer,designers.affiliations
samira-schneuwly,dinamo,designer,designers.affiliations
samuel-salminen,pangram-pangram,designer,designers.affiliations
sanchit-sawaria,type-of-feeling,designer,designers.affiliations
sandra-carrera,extraset,font_engineer,designers.affiliations
david-gobber,nguyen-gobber,designer,designers.affiliations
geoff-waring,london-type-foundry,designer,designers.affiliations
jesse-amborn,parker-studio,designer,designers.affiliations
patrick-nell,alphabets-patrick-nell,designer,designers.affiliations
patrycja-walczak,typetogether,designer,designers.affiliations
paul-christ,ecal-typefaces,designer,designers.affiliations
sandrine-nugue,oh-no-type-co,designer,designers.affiliations
sandrine-nugue,commercial-type,designer,designers.affiliations
sandrine-nugue,lift-type,designer,designers.affiliations
sandrine-nugue,205tf,designer,designers.affiliations
sanghyun-park,skrr-type,designer,designers.affiliations
santiago-orozco,self-released,designer,designers.affiliations
sarah-cadigan-fried,self-released,designer,designers.affiliations
sarah-kremer,205tf,designer,designers.affiliations
sava-kosmac,dotless-type,designer,designers.affiliations
sean-donohoe,retype,designer,designers.affiliations
seb-castellanos-de-la-hoz,bastarda-type,designer,designers.affiliations
seb-mclauchlan,dinamo,designer,designers.affiliations
sebastian-bissinger,laucke-siebein-type,designer,designers.affiliations
sebastian-carewe,monkey-type,designer,designers.affiliations
sebastien-hayez,velvetyne,designer,designers.affiliations
carolina-giovagnoli,huerta-tipografica,designer,designers.affiliations
daniel-calders,brutal-types,designer,designers.affiliations
naima-ben-ayed,29letters,designer,designers.affiliations
naima-ben-ayed,dalton-maag,designer,designers.affiliations
naima-ben-ayed,naima-ben-ayed-bureau,designer,designers.affiliations
naima-ben-ayed,tptq-arabic,designer,designers.affiliations
naima-ben-ayed,nan,designer,designers.affiliations
paul-hanslow,tandem-type,designer,designers.affiliations
paul-hanslow,tiro-typeworks,designer,designers.affiliations
paul-harpin,london-type-foundry,designer,designers.affiliations
paul-hickson,london-type-foundry,designer,designers.affiliations
claus-eggers-sorensen,self-released,designer,designers.affiliations
pepe-puertas,type-o-tones,designer,designers.affiliations
paul-mcneil,muirmcneil,designer,designers.affiliations
sebastien-riollier,velvetyne,designer,designers.affiliations
sebastien-sanfilippo,love-letters,designer,designers.affiliations
aurelien-vret,typofonderie,designer,designers.affiliations
jovana-jocic,david-jonathan-ross,designer,designers.affiliations
jovana-jocic,tightype,designer,designers.affiliations
naji-el-mir,pizza-typefaces,designer,designers.affiliations
natasha-lucas,muirmcneil,designer,designers.affiliations
anja-knust,carrois-type-design,designer,designers.affiliations
ellis-bojar,david-jonathan-ross,designer,designers.affiliations
elsa-drevous,blaze-type,designer,designers.affiliations
eugenie-bidaut,typotheque-bye-bye-binary,designer,designers.affiliations
eunice-su,alt-tf,designer,designers.affiliations
evan-deterling,typonym,designer,designers.affiliations
fabian-kolar,brutal-types,designer,designers.affiliations
kel-troughton,kel-troughton,designer,designers.affiliations
kel-troughton,overlap-type,designer,designers.affiliations
frank-lloyd-wright,p22-type-foundry,designer,designers.affiliations
olivia-wood,ligature-type,designer,designers.affiliations
olivia-wood,blaze-type,designer,designers.affiliations
olivia-wood,typemates,designer,designers.affiliations
ong-truc-nguyen,velvetyne,designer,designers.affiliations
frank-griesshammer,adobe-originals,designer,designers.affiliations
frank-griesshammer,hamilton-wood-type-collection,designer,designers.affiliations
christoph-koberlin,grilli-type,Typographic Assistant,designers.affiliations
christoph-koberlin,type-by,Typographic Assistant,designers.affiliations
christoph-koberlin,swiss-typefaces,Typographic Assistant,designers.affiliations
christoph-koberlin,sportsfonts,Founder,designers.affiliations
christoph-koberlin,carrois-type-design,designer,designers.affiliations
oriane-charvieux,velvetyne,designer,designers.affiliations
ron-carpenter,dalton-maag,designer,designers.affiliations
ron-carpenter,self-released,designer,designers.affiliations
ron-carpenter,kerns-cairns,designer,designers.affiliations
rosalie-wagner,self-released,designer,designers.affiliations
rosalie-wagner,205tf,designer,designers.affiliations
ross-mills,tiro-typeworks,designer,designers.affiliations
ross-mills,rosetta,designer,designers.affiliations
gerald-giampa,lanston-type-company,designer,designers.affiliations
kevin-kegler,p22-type-foundry,designer,designers.affiliations
jana-rzehak,softdrive-r-foundry,designer,designers.affiliations
salvador-alimbau,type-o-tones,designer,designers.affiliations
enen-studio,bolid-system,designer,designers.affiliations
sabrina-lopez,typesenses,designer,designers.affiliations
sabrina-nacmias,faire-type,designer,designers.affiliations
sam-de-groot,dinamo,designer,designers.affiliations
sam-potts,midwest-type,designer,designers.affiliations
pere-torrent,type-o-tones,designer,designers.affiliations
giulio-da-milano,cast-type-foundry,designer,designers.affiliations
peter-bilak,typotheque,designer,designers.affiliations
peter-bilak,tptq-arabic,designer,designers.affiliations
peter-cho,delve-fonts,designer,designers.affiliations
tsfonts-type-foundry,ts-fonts,designer,designers.affiliations
peter-roeleveld,peter-roeleveld,founder,designers.affiliations
selina-bernet,source-type,designer,designers.affiliations
selma-losch,kilotype,designer,designers.affiliations
sereina-rothenberger,out-of-the-dark,designer,designers.affiliations
ludwig-ubele,ludwigtype,designer,designers.affiliations
luigi-gorlero,collletttivo,designer,designers.affiliations
luis-bandovas,luis-bandovas,designer,designers.affiliations
luis-castellon,cast-type-foundry,designer,designers.affiliations
peter-korsman,apk-type,designer,designers.affiliations
philippe-tytgat,poem,designer,designers.affiliations
pia-schroer,moontype,designer,designers.affiliations
piero-di-biase,formula-type,designer,designers.affiliations
guido-ferreyra,blaze-type,designer,designers.affiliations
guido-ferreyra,self-released,designer,designers.affiliations
guido-ferreyra,grilli-type,designer,designers.affiliations
guillaume-beinat,the-designers-foundry,designer,designers.affiliations
jolana-sykorova,black-foundry,designer,designers.affiliations
jolana-sykorova,nan,designer,designers.affiliations
jolana-sykorova,brutal-types,designer,designers.affiliations
tsfonts-type-studio,ts-fonts,designer,designers.affiliations
edward-johnston,p22-type-foundry,designer,designers.affiliations
edwin-moreira-balladares,sudtipos,designer,designers.affiliations
edwin-w-shaar,lanston-type-company,designer,designers.affiliations
liana-korios,vj-type,designer,designers.affiliations
libbie-bischoff,type-du-nord,designer,designers.affiliations
libbie-bischoff,overlap-type,designer,designers.affiliations
linda-hintz,29letters,designer,designers.affiliations
linda-hintz,studio-linda-hintz,designer,designers.affiliations
linh-nguyen,accentiatype,designer,designers.affiliations
lipi-raval,lipi,designer,designers.affiliations
nils-thomsen,typemates,designer,designers.affiliations
nina-botthof,gallery-type,designer,designers.affiliations
ts-fonts-studio,ts-fonts,designer,designers.affiliations
nina-faulhaber,typetogether,designer,designers.affiliations
seulki-kim,typotheque,designer,designers.affiliations
seulki-kim,tptq-arabic,designer,designers.affiliations
shiva-nallaperumal,commercial-type,designer,designers.affiliations
shiva-nallaperumal,november,designer,designers.affiliations
shiva-nallaperumal,lost-type-co-op,designer,designers.affiliations
seyi-olusanya,afrotype,designer,designers.affiliations
shahd-el-sabbagh,sharp-type,designer,designers.affiliations
shantell-martin,arrowtype,designer,designers.affiliations
shoko-mugikura,just-another-foundry,designer,designers.affiliations
rachel-kriebel,jtd-type-foundry,designer,designers.affiliations
bruno-mello,dalton-maag,designer,designers.affiliations
bureau-brut,bureau-brut,designer,designers.affiliations
cadson-demak,cotype,designer,designers.affiliations
cadson-demak,sharp-type,designer,designers.affiliations
manuel-von-gebhardi,f37,designer,designers.affiliations
phaedra-charles,undercase-type,designer,designers.affiliations
phaedra-charles,flavia-zimbardi,designer,designers.affiliations
philipp-herrmann,out-of-the-dark,designer,designers.affiliations
philipp-nurullin,typetype-foundry,designer,designers.affiliations
piero-beninato,off-type,designer,designers.affiliations
serge-gerasimov,fontfabric,designer,designers.affiliations
sergio-leiva-whittle,sudtipos,designer,designers.affiliations
shaqa-bovand,f37,designer,designers.affiliations
caio-kondo,blaze-type,designer,designers.affiliations
caio-kondo,pangram-pangram,designer,designers.affiliations
calvin-kwok,sharp-type,designer,designers.affiliations
marek-cuban,displaay-type-foundry,designer,designers.affiliations
carlos-mignot,plau,designer,designers.affiliations
carlos-winkow,p22-type-foundry,designer,designers.affiliations
carlotta-albiero,cast-type-foundry,designer,designers.affiliations
catalogtree,show-me-fonts,designer,designers.affiliations
catarina-vaz,r-typography,designer,designers.affiliations
charly-derouault,production-type,designer,designers.affiliations
margo-chase,lipton-letter-design,designer,designers.affiliations
maria-carla-mazzitelli,sudtipos,designer,designers.affiliations
maria-doreuli,contrast-foundry,designer,designers.affiliations
maria-doreuli,process-type-foundry,designer,designers.affiliations
maria-doreuli,self-released,designer,designers.affiliations
maria-doreuli,grilli-type,designer,designers.affiliations
maria-doreuli,rosetta,designer,designers.affiliations
rosie-mai,frere-jones-type,designer,designers.affiliations
rosmarie-tissi,lineto,designer,designers.affiliations
christine-gertsch,fontwerk,designer,designers.affiliations
christopher-caldwell,leinster-type,designer,designers.affiliations
chua-khai-xin,death-of-typography,designer,designers.affiliations
ciaran-brandin,riptype,designer,designers.affiliations
teguh-arief,power-type,designer,designers.affiliations
patrik-bablo,ultra-kuhl,designer,designers.affiliations
cris-hernandez,sharp-type,designer,designers.affiliations
dafne-martinez,sudtipos,designer,designers.affiliations
ian-farnam,cast-type-foundry,designer,designers.affiliations
ian-party,newglyph,designer,designers.affiliations
ian-ritchie,london-type-foundry,designer,designers.affiliations
ibrahim-hamdi,protype-foundry,founder,designers.affiliations
mark-gowing,the-letters,designer,designers.affiliations
mark-simonson,mark-simonson-studio,designer,designers.affiliations
mark-simonson,hamilton-wood-type-collection,designer,designers.affiliations
martin-aleith,pfa-typefaces,designer,designers.affiliations
martin-desinde,velvetyne,designer,designers.affiliations
martin-mihaylov,fontfabric,designer,designers.affiliations
sia-vrublevskaya,typetype-foundry,designer,designers.affiliations
sibylle-hagmann,kontour,designer,designers.affiliations
sibylle-hagmann,emigre,designer,designers.affiliations
dard-hunter,p22-type-foundry,designer,designers.affiliations
david-greenberger,p22-type-foundry,designer,designers.affiliations
philip-lammert,vibrant-types,designer,designers.affiliations
philipp-neumeyer,rudiger,designer,designers.affiliations
philipp-neumeyer,vectro,designer,designers.affiliations
pierre-pane-farre,type-by,designer,designers.affiliations
pierre-pane-farre,forgotten-shapes,designer,designers.affiliations
plamen-motev,fontfabric,designer,designers.affiliations
daria-cohen,vectro,designer,designers.affiliations
daria-cohen,nan,designer,designers.affiliations
daria-cohen,daria-cohen,designer,designers.affiliations
daria-cohen,dinamo,designer,designers.affiliations
petra-docekalova,petra-d-type-foundry,designer,designers.affiliations
petra-docekalova,briefcase-type,designer,designers.affiliations
petra-docekalova,briefcase-type-foundry,designer,designers.affiliations
petra-docekalova,typotheque,designer,designers.affiliations
ralf-herrmann,fdi-type-foundry,designer,designers.affiliations
silvio-meier,serpentype,designer,designers.affiliations
dominic-stanley,rosetta,designer,designers.affiliations
dominik-thieme,ddott,designer,designers.affiliations
donald-tarallo,tarallo-design,designer,designers.affiliations
douglas-hayes,mckl,designer,designers.affiliations
ellis-carson-jones,prologue-type,designer,designers.affiliations
emma-luczyn,f37,designer,designers.affiliations
emma-marichal,typetogether,designer,designers.affiliations
pierre-simon-fournier,lanston-type-company,designer,designers.affiliations
pieter-van-rosmalen,garagefonts,designer,designers.affiliations
pieter-van-rosmalen,bold-monday,designer,designers.affiliations
pieter-van-rosmalen,caketype,designer,designers.affiliations
simon-renaud,205tf,designer,designers.affiliations
fabio-duarte-martins,scannerlicker,designer,designers.affiliations
giuseppe-salerno,resistenza-type-foundry,designer,designers.affiliations
giuseppe-tangaro,blaze-type,designer,designers.affiliations
gor-jihanian,dinamo,designer,designers.affiliations
goran-soderstrom,letters-from-sweden,designer,designers.affiliations
goran-soderstrom,self-released,designer,designers.affiliations
lucas-le-bihan,bretagne-type-foundry,designer,designers.affiliations
lucas-le-bihan,formagari,designer,designers.affiliations
matan-iontef,kyiv-type-foundry,designer,designers.affiliations
matias-paul,sudtipos,designer,designers.affiliations
matt-burvill,lettersetal,designer,designers.affiliations
matt-burvill,experim-etal,designer,designers.affiliations
salomi-desai,universal-thirst,designer,designers.affiliations
simon-walker,beasts-of-england,designer,designers.affiliations
simon-walker,typeverything,designer,designers.affiliations
simon-walker,lost-type-co-op,designer,designers.affiliations
piotr-lapa,eponymous-studio,designer,designers.affiliations
piotr-lapa,piotr-lapa,designer,designers.affiliations
simon-truffer,motion-type,designer,designers.affiliations
quentin-coulombier,ecal-typefaces,designer,designers.affiliations
quentin-coulombier,ott-ornamental-title-type,designer,designers.affiliations
quentin-coulombier,blaze-type,designer,designers.affiliations
pompe-hedengren,letters-from-sweden,designer,designers.affiliations
pooja-saxena,the-northern-block,designer,designers.affiliations
pranavi-chopra,black-foundry,designer,designers.affiliations
pria-ravichandran,foundry5,designer,designers.affiliations
quentin-berthelot,sharp-type,designer,designers.affiliations
sandro-bonomo,blaze-type,designer,designers.affiliations
radek-lukasiewicz,threedotstype,designer,designers.affiliations
radek-lukasiewicz,the-designers-foundry,designer,designers.affiliations
radek-lukasiewicz,cast-type-foundry,designer,designers.affiliations
radek-lukasiewicz,radluka,designer,designers.affiliations
radek-sidun,briefcase-type-foundry,designer,designers.affiliations
radik-tukhvatullin,typetype-foundry,designer,designers.affiliations
radim-pesko,205tf,designer,designers.affiliations
radoslav-valkov,fontfabric,designer,designers.affiliations
rafael-ribas,poem,designer,designers.affiliations
rafael-saraiva,dalton-maag,designer,designers.affiliations
rafael-saraiva,rosetta,designer,designers.affiliations
rahel-marbet,bleifrei-type,designer,designers.affiliations
ramakrishna-manda,leinster-type,designer,designers.affiliations
ramiro-espinoza,brutal-types,designer,designers.affiliations
ramiro-espinoza,retype,designer,designers.affiliations
guillaume-besson,weltkern,designer,designers.affiliations
guillaume-goron,production-type,designer,designers.affiliations
guillaume-pavius,blaze-type,designer,designers.affiliations
guillaume-sbalchiero,blaze-type,designer,designers.affiliations
guillermo-vizzari,sudtipos,designer,designers.affiliations
gumpita-rahayu,tokotype,designer,designers.affiliations
gunjan-panchal,universal-thirst,designer,designers.affiliations
gunnar-vilhjalmsson,universal-thirst,designer,designers.affiliations
gunnar-vilhjalmsson,self-released,designer,designers.affiliations
gunther-gerhard-lange,lanston-type-company,designer,designers.affiliations
malou-verlomme,double-zero,designer,designers.affiliations
malou-verlomme,skritur,designer,designers.affiliations
malou-verlomme,205tf,designer,designers.affiliations
malte-bentzen,allcaps,designer,designers.affiliations
malte-bentzen,optimo,designer,designers.affiliations
mamoun-sakkal,typetogether,designer,designers.affiliations
ramon-stirling,sudtipos,designer,designers.affiliations
raoul-audouin,velvetyne,designer,designers.affiliations
raoul-gottschling,raoul-gottschling,designer,designers.affiliations
sina-fakour,tptq-arabic,designer,designers.affiliations
siri-lee-lindskrog,blaze-type,designer,designers.affiliations
hanna-donker,dalton-maag,designer,designers.affiliations
hannes-von-dohren,hvd-fonts,designer,designers.affiliations
hans-kuhne,poem,designer,designers.affiliations
hans-mohring,f37,designer,designers.affiliations
jen-wagner,jen-wagner-co,designer,designers.affiliations
jenny-stuttard,rosetta,designer,designers.affiliations
manon-van-der-borght,velvetyne,designer,designers.affiliations
manuel-de-lignieres,lift-type,designer,designers.affiliations
manuel-krebs,binnenland,designer,designers.affiliations
sjoerd-hendrik-de-roos,frere-jones-type,designer,designers.affiliations
slava-jevcinova,into-the-type,designer,designers.affiliations
slava-jevcinova,rosetta,designer,designers.affiliations
smich-smanloh,mark-simonson-studio,designer,designers.affiliations
sol-hess,lanston-type-company,designer,designers.affiliations
mara-nolze,sudtipos,designer,designers.affiliations
marc-rouault,dinamo,designer,designers.affiliations
marc-rouault,sharp-type,designer,designers.affiliations
marek-pistora,displaay-type-foundry,designer,designers.affiliations
sol-matas,huerta-tipografica,designer,designers.affiliations
sol-matas,sudtipos,designer,designers.affiliations
solenn-bordeau,black-foundry,designer,designers.affiliations
sophia-tai,sophia-type,designer,designers.affiliations
sophia-tai,david-jonathan-ross,designer,designers.affiliations
sophia-tai,type-du-nord,designer,designers.affiliations
sophie-wietlisbach,ecal-typefaces,designer,designers.affiliations
mark-van-bronkhorst,atf-collection,designer,designers.affiliations
mark-van-bronkhorst,mvb-fonts,designer,designers.affiliations
rian-hughes,device-fonts,designer,designers.affiliations
rian-hughes,lost-type-co-op,designer,designers.affiliations
rasmus-andersson,self-released,designer,designers.affiliations
ratchanon-boongsrithong,vee-ratchanon,designer,designers.affiliations
raul-israel,compania-tipografica-de-chile,designer,designers.affiliations
raul-plancarte,sudtipos,designer,designers.affiliations
reese-lee,tofu,designer,designers.affiliations
reiko-hirai,dalton-maag,designer,designers.affiliations
rejane-dal-bello,f37,designer,designers.affiliations
remi-forte,205tf,designer,designers.affiliations
renan-rosatti,dinamo,designer,designers.affiliations
rene-bieder,studio-rene-bieder,designer,designers.affiliations
renegadefonts,type-of-feeling,designer,designers.affiliations
reymund-schroder,nan,designer,designers.affiliations
spike-spondike,dalton-maag,designer,designers.affiliations
stan-partalev,type-forward,designer,designers.affiliations
stefan-endress,dreamtype,designer,designers.affiliations
stefan-fitze,source-type,designer,designers.affiliations
henrik-kubel,a2-type,designer,designers.affiliations
henrique-beier,harbor-type,designer,designers.affiliations
henrique-beier,fabio-haag,designer,designers.affiliations
jeremy-landes,studio-triple,designer,designers.affiliations
jeremy-landes,nan,designer,designers.affiliations
jesse-r-ewing,midwest-type,designer,designers.affiliations
rick-banks,f37,designer,designers.affiliations
stefan-marx,dinamo,designer,designers.affiliations
tony-di-spigna,dalton-maag,designer,designers.affiliations
hoang-nguyen,nguyen-gobber,designer,designers.affiliations
igino-marini,atf-collection,designer,designers.affiliations
ignacio-casco-guijarro,best-typefaces,designer,designers.affiliations
ignacio-casco-guijarro,dalton-maag,designer,designers.affiliations
ignacio-corbo,reset,designer,designers.affiliations
joe-leadbeater,cotype,designer,designers.affiliations
joe-leadbeater,sociotype,designer,designers.affiliations
reto-moser,grilli-type,designer,designers.affiliations
rick-valicenti,thirstype,designer,designers.affiliations
rick-valicenti,xo-type-co,designer,designers.affiliations
ibrahim-kactioglu,element-type-foundry,designer,designers.affiliations
ibrahim-kactioglu,element-type,designer,designers.affiliations
ibrahim-kactioglu,205tf,designer,designers.affiliations
robby-woodard,p22-type-foundry,designer,designers.affiliations
robert-granjon,p22-type-foundry,designer,designers.affiliations
robert-huber,lineto,designer,designers.affiliations
johan-mosse,sharp-type,designer,designers.affiliations
maryam-golpayegani,cotype,designer,designers.affiliations
massimiliano-audretsch,gruppo-due,designer,designers.affiliations
robert-janes,dinamo,designer,designers.affiliations
robert-janes,smuss-type-kiosk,designer,designers.affiliations
robert-pratley,dalton-maag,designer,designers.affiliations
robert-slimbach,adobe-originals,designer,designers.affiliations
roberto-arista,dinamo,designer,designers.affiliations
robin-eberwein,studio-feixen-fonts,designer,designers.affiliations
inigo-jerez,type-o-tones,designer,designers.affiliations
inigo-jerez,extratype,designer,designers.affiliations
robin-mientjes,tiny-type-co,designer,designers.affiliations
robin-pitchon,robin-pitchon,designer,designers.affiliations
rodrigo-fuenzalida,fabrizio-schiavi-design,designer,designers.affiliations
rodrigo-fuenzalida,f37,designer,designers.affiliations
rodrigo-lopez-fuentes,tipotype,designer,designers.affiliations
stefan-yatanski,fontfabric,designer,designers.affiliations
stefania-malmsten,letters-from-sweden,designer,designers.affiliations
stefanie-schwarz,sudtipos,designer,designers.affiliations
stefaniia-bodnia,celine-hurka-type-foundry,designer,designers.affiliations
irene-vlachou,commercial-type,designer,designers.affiliations
irene-vlachou,rosetta,designer,designers.affiliations
kris-sowersby,klim-type-foundry,founder,designers.affiliations
lana-abou-soufeh,dinamo,designer,designers.affiliations
stefano-baldassari,cast-type-foundry,designer,designers.affiliations
stefano-baldassarri,cast-type-foundry,designer,designers.affiliations
abdul-rahman-sibahi,rosetta,designer,designers.affiliations
akiem-helmling,underware,designer,designers.affiliations
alaa-el-hadidy,hassen-khattak,designer,designers.affiliations
roger-roberson,dalton-maag,designer,designers.affiliations
romain-marc,milletype-foundry,designer,designers.affiliations
romain-tronchin,ecal-typefaces,designer,designers.affiliations
romain-tronchin,f37,designer,designers.affiliations
romain-tronchin,205tf,designer,designers.affiliations
roman-seban,205tf,designer,designers.affiliations
roman-seban,the-designers-foundry,designer,designers.affiliations
roman-shamin,yep-type,designer,designers.affiliations
stefano-cremisini,cast-type-foundry,designer,designers.affiliations
stefano-torregrossa,reber-r41,designer,designers.affiliations
stephane-elbaz,general-type-studio,designer,designers.affiliations
stephen-nixon,arrowtype,designer,designers.affiliations
stephen-rapp,p22-type-foundry,designer,designers.affiliations
steven-skaggs,delve-fonts,designer,designers.affiliations
stockholm-design-lab,letters-from-sweden,designer,designers.affiliations
stuart-de-rozario,the-foundry-types,designer,designers.affiliations
ruben-chumillas,arillatype-studio,designer,designers.affiliations
ruben-fontana,typetogether,designer,designers.affiliations
studio-23-56,archivio-tipografico,designer,designers.affiliations
james-griffin,souvenir-typefaces,designer,designers.affiliations
jan-solpera,briefcase-type-foundry,designer,designers.affiliations
jan-solpera,storm-type-foundry,designer,designers.affiliations
studio-hanli,hal-typefaces,designer,designers.affiliations
sun-young-oh,velvetyne,designer,designers.affiliations
susana-carvalho,commercial-type,designer,designers.affiliations
svet-simov,fontfabric,designer,designers.affiliations
vassilis-georgiou,tightype,designer,designers.affiliations
vojtech-riha,superior-type,designer,designers.affiliations
vyacheslav-kirilenko,brownfox,designer,designers.affiliations
walter-wege,fdi-type-foundry,designer,designers.affiliations
will-hill,p22-type-foundry,designer,designers.affiliations
andreas-nymark,nymark-type,designer,designers.affiliations
antoine-pasi,weltkern,designer,designers.affiliations
jason-santa-maria,the-eponymous-studio,designer,designers.affiliations
jason-santa-maria,jason-santa-maria,designer,designers.affiliations
svetoslav-simov,fontfabric,designer,designers.affiliations
william-g-sherman,saja-typeworks,designer,designers.affiliations
william-hamilton-page,hamilton-wood-type-collection,designer,designers.affiliations
